[registry] ✓ pi_release — PI Release 实验
[registry] ✓ recall_rating — n-back × 类别切换 + Rating
模块: n-back × 类别切换 + Rating (recall_rating)
模型: deepseek-chat
条件数: 36

  [646/1800] AA: d_prime=1.147 hit_rate=0.375 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0.727
  [647/1800] AA: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.818
  [648/1800] AA: d_prime=0.315 hit_rate=0.125 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0.545
  [649/1800] AA: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=1.000 acc_second_half=0.545
  [650/1800] AA: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.818
  [651/1800] AA: d_prime=0.315 hit_rate=0.125 false_alarm=0.071 acc_first_half=0.636 acc_second_half=0
  [652/1800] AA: d_prime=-1.625 hit_rate=0.000 false_alarm=0.071 acc_first_half=0.591 acc_second_half=0
  [653/1800] AA: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0
  [654/1800] AA: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [655/1800] AA: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [656/1800] AA: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.773 acc_second_half=0
  [657/1800] AA: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [658/1800] AA: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0
  [659/1800] AA: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0
  [660/1800] AA: d_prime=1.386 hit_rate=0.625 false_alarm=0.143 acc_first_half=0.773 acc_second_half=0
  [661/1800] AA: d_prime=-1.625 hit_rate=0.000 false_alarm=0.071 acc_first_half=0.591 acc_second_half=0
  [662/1800] AA: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [663/1800] AA: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0
  [664/1800] AA: d_prime=2.140 hit_rate=0.750 false_alarm=0.071 acc_first_half=0.864 acc_second_half=0
  [665/1800] AA: d_prime=1.147 hit_rate=0.375 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0
  [666/1800] AA: d_prime=0.393 hit_rate=0.250 false_alarm=0.143 acc_first_half=0.636 acc_second_half=0
  [667/1800] AA: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0
  [668/1800] AA: d_prime=-0.083 hit_rate=0.125 false_alarm=0.143 acc_first_half=0.591 acc_second_half=0
  [669/1800] AA: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [670/1800] AA: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0
  [671/1800] AA: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0
  [672/1800] AA: d_prime=0.315 hit_rate=0.125 false_alarm=0.071 acc_first_half=0.636 acc_second_half=0
  [673/1800] AA: d_prime=0.315 hit_rate=0.125 false_alarm=0.071 acc_first_half=0.636 acc_second_half=0
  [674/1800] AA: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0
  [675/1800] AA: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0
  [676/1800] AA: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0
  [677/1800] AA: d_prime=2.218 hit_rate=0.875 false_alarm=0.143 acc_first_half=0.864 acc_second_half=0
  [678/1800] AA: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.773 acc_second_half=0
  [679/1800] AA: d_prime=1.386 hit_rate=0.625 false_alarm=0.143 acc_first_half=0.773 acc_second_half=0
  [680/1800] AA: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0
  [681/1800] AA: d_prime=0.791 hit_rate=0.250 false_alarm=0.071 acc_first_half=0.682 acc_second_half=0
  [682/1800] AA: d_prime=0.791 hit_rate=0.250 false_alarm=0.071 acc_first_half=0.682 acc_second_half=0
  [683/1800] AA: d_prime=1.068 hit_rate=0.500 false_alarm=0.143 acc_first_half=0.727 acc_second_half=0
  [684/1800] AA: d_prime=0.393 hit_rate=0.250 false_alarm=0.143 acc_first_half=0.636 acc_second_half=0
  [685/1800] AA: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0
  [686/1800] AA: d_prime=3 hit_rate=1.000 false_alarm=0.071 acc_first_half=0.955 acc_second_half=0
  [687/1800] AA: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0
  [688/1800] AA: d_prime=0.315 hit_rate=0.125 false_alarm=0.071 acc_first_half=0.636 acc_second_half=0
  [689/1800] AA: d_prime=-0.359 hit_rate=0.125 false_alarm=0.214 acc_first_half=0.545 acc_second_half=0
  [690/1800] AA: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [691/1800] AA: d_prime=1.068 hit_rate=0.500 false_alarm=0.143 acc_first_half=0.727 acc_second_half=0
  [692/1800] AA: d_prime=1.386 hit_rate=0.625 false_alarm=0.143 acc_first_half=0.773 acc_second_half=0
  [693/1800] AA: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.773 acc_second_half=0
  [694/1800] AA: d_prime=2.140 hit_rate=0.750 false_alarm=0.071 acc_first_half=0.864 acc_second_half=0
  [695/1800] AA: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0
  [696/1800] AA: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [697/1800] AA: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0
  [698/1800] AA: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0
  [699/1800] AA: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.773 acc_second_half=0
  [700/1800] AA: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [701/1800] AA: lag1_corr=0.170 assimilation_score=0.170 direction_tag=1.000 doG_A=-0.111 doG_half_amp=-100.435
  [702/1800] AA: lag1_corr=-0.321 assimilation_score=-0.321 direction_tag=-1.000 doG_A=-0.092 doG_half_amp=-96.038
  [703/1800] AA: lag1_corr=0.015 assimilation_score=0.015 direction_tag=0.000 doG_A=-0.108 doG_half_amp=-100.264
  [704/1800] AA: lag1_corr=-0.155 assimilation_score=-0.155 direction_tag=-1.000 doG_A=-0.103 doG_half_amp=-98.619
  [705/1800] AA: lag1_corr=-0.169 assimilation_score=-0.169 direction_tag=-1.000 doG_A=-0.117 doG_half_amp=-106.582
  [706/1800] AA: lag1_corr=-0.008 assimilation_score=-0.008 direction_tag=0.000 doG_A=-0.111 doG_half_amp=-105.006
  [707/1800] AA: lag1_corr=-0.093 assimilation_score=-0.093 direction_tag=-1.000 doG_A=-0.101 doG_half_amp=-97.895
  [708/1800] AA: lag1_corr=0.020 assimilation_score=0.020 direction_tag=0.000 doG_A=-0.105 doG_half_amp=-98.383
  [709/1800] AA: lag1_corr=-0.136 assimilation_score=-0.136 direction_tag=-1.000 doG_A=-0.110 doG_half_amp=-102.751
  [710/1800] AA: lag1_corr=0.010 assimilation_score=0.010 direction_tag=0.000 doG_A=-0.112 doG_half_amp=-104.450
  [711/1800] AA: lag1_corr=0.577 assimilation_score=0.577 direction_tag=1.000 doG_A=-0.097 doG_half_amp=-97.640
  [712/1800] AA: lag1_corr=0.175 assimilation_score=0.175 direction_tag=1.000 doG_A=-0.098 doG_half_amp=-97.661
  [713/1800] AA: lag1_corr=-0.172 assimilation_score=-0.172 direction_tag=-1.000 doG_A=-0.096 doG_half_amp=-96.272
  [714/1800] AA: lag1_corr=-0.364 assimilation_score=-0.364 direction_tag=-1.000 doG_A=-0.094 doG_half_amp=-96.287
  [715/1800] AA: lag1_corr=-0.213 assimilation_score=-0.213 direction_tag=-1.000 doG_A=-0.123 doG_half_amp=-108.433
  [716/1800] AA: lag1_corr=-0.214 assimilation_score=-0.214 direction_tag=-1.000 doG_A=-0.121 doG_half_amp=-110.491
  [717/1800] AA: lag1_corr=0.283 assimilation_score=0.283 direction_tag=1.000 doG_A=-0.103 doG_half_amp=-98.359
  [718/1800] AA: lag1_corr=0.508 assimilation_score=0.508 direction_tag=1.000 doG_A=-0.097 doG_half_amp=-96.533
  [719/1800] AA: lag1_corr=0.183 assimilation_score=0.183 direction_tag=1.000 doG_A=-0.090 doG_half_amp=-94.851
  [720/1800] AA: lag1_corr=0.106 assimilation_score=0.106 direction_tag=1.000 doG_A=-0.133 doG_half_amp=-116.104
  [721/1800] AA: lag1_corr=0.165 assimilation_score=0.165 direction_tag=1.000 doG_A=-0.113 doG_half_amp=-106.503
  [722/1800] AA: lag1_corr=0.073 assimilation_score=0.073 direction_tag=1.000 doG_A=-0.083 doG_half_amp=-89.199
  [723/1800] AA: lag1_corr=-0.106 assimilation_score=-0.106 direction_tag=-1.000 doG_A=-0.099 doG_half_amp=-99.451
  [724/1800] AA: lag1_corr=0.048 assimilation_score=0.048 direction_tag=0.000 doG_A=-0.100 doG_half_amp=-102.131
  [725/1800] AA: lag1_corr=-0.071 assimilation_score=-0.071 direction_tag=-1.000 doG_A=-0.115 doG_half_amp=-103.341
  [726/1800] AA: lag1_corr=-0.048 assimilation_score=-0.048 direction_tag=0.000 doG_A=-0.095 doG_half_amp=-97.485
  [727/1800] AA: lag1_corr=0.337 assimilation_score=0.337 direction_tag=1.000 doG_A=-0.114 doG_half_amp=-100.960
  [728/1800] AA: lag1_corr=0.036 assimilation_score=0.036 direction_tag=0.000 doG_A=-0.111 doG_half_amp=-101.878
  [729/1800] AA: lag1_corr=0.275 assimilation_score=0.275 direction_tag=1.000 doG_A=-0.106 doG_half_amp=-99.457
  [730/1800] AA: lag1_corr=0.244 assimilation_score=0.244 direction_tag=1.000 doG_A=-0.100 doG_half_amp=-98.770
  [731/1800] AA: lag1_corr=0.248 assimilation_score=0.248 direction_tag=1.000 doG_A=-0.113 doG_half_amp=-103.716
  [732/1800] AA: lag1_corr=-0.272 assimilation_score=-0.272 direction_tag=-1.000 doG_A=-0.095 doG_half_amp=-97.278
  [733/1800] AA: lag1_corr=0.219 assimilation_score=0.219 direction_tag=1.000 doG_A=-0.097 doG_half_amp=-97.738
  [734/1800] AA: lag1_corr=0.256 assimilation_score=0.256 direction_tag=1.000 doG_A=-0.112 doG_half_amp=-102.623
  [735/1800] AA: lag1_corr=-0.049 assimilation_score=-0.049 direction_tag=0.000 doG_A=-0.117 doG_half_amp=-108.631
  [736/1800] AA: lag1_corr=-0.047 assimilation_score=-0.047 direction_tag=0.000 doG_A=-0.132 doG_half_amp=-113.268
  [737/1800] AA: lag1_corr=0.008 assimilation_score=0.008 direction_tag=0.000 doG_A=-0.105 doG_half_amp=-100.296
  [738/1800] AA: lag1_corr=0.191 assimilation_score=0.191 direction_tag=1.000 doG_A=-0.083 doG_half_amp=-93.740
  [739/1800] AA: lag1_corr=-0.091 assimilation_score=-0.091 direction_tag=-1.000 doG_A=-0.139 doG_half_amp=-120.784
  [740/1800] AA: lag1_corr=0.030 assimilation_score=0.030 direction_tag=0.000 doG_A=-0.106 doG_half_amp=-101.683
  [741/1800] AA: lag1_corr=-0.109 assimilation_score=-0.109 direction_tag=-1.000 doG_A=-0.095 doG_half_amp=-97.120
  [742/1800] AA: lag1_corr=-0.197 assimilation_score=-0.197 direction_tag=-1.000 doG_A=-0.122 doG_half_amp=-109.292
  [743/1800] AA: lag1_corr=-0.219 assimilation_score=-0.219 direction_tag=-1.000 doG_A=-0.119 doG_half_amp=-106.889
  [744/1800] AA: lag1_corr=-0.418 assimilation_score=-0.418 direction_tag=-1.000 doG_A=-0.109 doG_half_amp=-102.043
  [745/1800] AA: lag1_corr=-0.319 assimilation_score=-0.319 direction_tag=-1.000 doG_A=-0.100 doG_half_amp=-98.518
  [746/1800] AA: lag1_corr=-0.105 assimilation_score=-0.105 direction_tag=-1.000 doG_A=-0.103 doG_half_amp=-100.025
  [747/1800] AA: lag1_corr=-0.485 assimilation_score=-0.485 direction_tag=-1.000 doG_A=-0.116 doG_half_amp=-108.688
  [748/1800] AA: lag1_corr=-0.067 assimilation_score=-0.067 direction_tag=-1.000 doG_A=-0.098 doG_half_amp=-98.211
  [749/1800] AA: lag1_corr=-0.214 assimilation_score=-0.214 direction_tag=-1.000 doG_A=-0.110 doG_half_amp=-103.518
  [750/1800] AA: lag1_corr=-0.170 assimilation_score=-0.170 direction_tag=-1.000 doG_A=-0.110 doG_half_amp=-101.231
  [751/1800] Fr: d_prime=3 hit_rate=0.875 false_alarm=0.000 acc_first_half=1.000 acc_second_half=0.909
  [752/1800] Fr: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=1.000 acc_second_half=0.727
  [753/1800] Fr: d_prime=2.616 hit_rate=0.875 false_alarm=0.071 acc_first_half=0.909 acc_second_half=0.909
  [754/1800] Fr: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.818
  [755/1800] Fr: d_prime=1.147 hit_rate=0.375 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0.727
  [756/1800] Fr: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.909 acc_second_half=0.727
  [757/1800] Fr: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.545
  [758/1800] Fr: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0.727
  [759/1800] Fr: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=1.000 acc_second_half=0.818
  [760/1800] Fr: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0.818
  [761/1800] Fr: d_prime=1.147 hit_rate=0.375 false_alarm=0.071 acc_first_half=0.636 acc_second_half=0.818
  [762/1800] Fr: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.636
  [763/1800] Fr: d_prime=0.315 hit_rate=0.125 false_alarm=0.071 acc_first_half=0.545 acc_second_half=0.727
  [764/1800] Fr: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.909
  [765/1800] Fr: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.818
  [766/1800] Fr: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.727
  [767/1800] Fr: d_prime=1.147 hit_rate=0.375 false_alarm=0.071 acc_first_half=1.000 acc_second_half=0.455
  [768/1800] Fr: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.818
  [769/1800] Fr: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.909
  [770/1800] Fr: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.818
  [771/1800] Fr: d_prime=1.386 hit_rate=0.625 false_alarm=0.143 acc_first_half=0.818 acc_second_half=0.727
  [772/1800] Fr: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.636
  [773/1800] Fr: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.818
  [774/1800] Fr: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=1.000 acc_second_half=0.818
  [775/1800] Fr: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.818
  [776/1800] Fr: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.909
  [777/1800] Fr: d_prime=1.068 hit_rate=0.500 false_alarm=0.143 acc_first_half=0.727 acc_second_half=0.727
  [778/1800] Fr: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0.818
  [779/1800] Fr: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.909
  [780/1800] Fr: d_prime=0.791 hit_rate=0.250 false_alarm=0.071 acc_first_half=0.545 acc_second_half=0.818
  [781/1800] Fr: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.636 acc_second_half=0.727
  [782/1800] Fr: d_prime=1.068 hit_rate=0.500 false_alarm=0.143 acc_first_half=0.727 acc_second_half=0.727
  [783/1800] Fr: d_prime=0.791 hit_rate=0.250 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0.545
  [784/1800] Fr: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.727
  [785/1800] Fr: d_prime=2.616 hit_rate=0.875 false_alarm=0.071 acc_first_half=0.909 acc_second_half=0.909
  [786/1800] Fr: d_prime=0.791 hit_rate=0.500 false_alarm=0.214 acc_first_half=0.818 acc_second_half=0.545
  [787/1800] Fr: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0.909
  [788/1800] Fr: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.818
  [789/1800] Fr: d_prime=3 hit_rate=0.875 false_alarm=0.000 acc_first_half=0.909 acc_second_half=1.000
  [790/1800] Fr: d_prime=0.749 hit_rate=0.375 false_alarm=0.143 acc_first_half=0.727 acc_second_half=0.636
  [791/1800] Fr: d_prime=3 hit_rate=0.875 false_alarm=0.000 acc_first_half=0.909 acc_second_half=1.000
  [792/1800] Fr: d_prime=2.140 hit_rate=0.750 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0.909
  [793/1800] Fr: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.909
  [794/1800] Fr: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.818
  [795/1800] Fr: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0.727
  [796/1800] Fr: d_prime=2.140 hit_rate=0.750 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0.909
  [797/1800] Fr: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.818
  [798/1800] Fr: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.818
  [799/1800] Fr: d_prime=2.140 hit_rate=0.750 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0.909
  [800/1800] Fr: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.818 acc_second_half=1.000
  [801/1800] Fr: d_prime=1.147 hit_rate=0.375 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0
  [802/1800] Fr: d_prime=3 hit_rate=1.000 false_alarm=0.143 acc_first_half=0.909 acc_second_half=0
  [803/1800] Fr: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [804/1800] Fr: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0
  [805/1800] Fr: d_prime=2.140 hit_rate=0.750 false_alarm=0.071 acc_first_half=0.864 acc_second_half=0
  [806/1800] Fr: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0
  [807/1800] Fr: d_prime=2.616 hit_rate=0.875 false_alarm=0.071 acc_first_half=0.909 acc_second_half=0
  [808/1800] Fr: d_prime=1.068 hit_rate=0.500 false_alarm=0.143 acc_first_half=0.727 acc_second_half=0
  [809/1800] Fr: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0
  [810/1800] Fr: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [811/1800] Fr: d_prime=1.386 hit_rate=0.625 false_alarm=0.143 acc_first_half=0.773 acc_second_half=0
  [812/1800] Fr: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0
  [813/1800] Fr: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [814/1800] Fr: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0
  [815/1800] Fr: d_prime=1.147 hit_rate=0.375 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0
  [816/1800] Fr: d_prime=1.147 hit_rate=0.375 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0
  [817/1800] Fr: d_prime=3 hit_rate=0.875 false_alarm=0.000 acc_first_half=0.955 acc_second_half=0
  [818/1800] Fr: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.773 acc_second_half=0
  [819/1800] Fr: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [820/1800] Fr: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0
  [821/1800] Fr: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0
  [822/1800] Fr: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.773 acc_second_half=0
  [823/1800] Fr: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.773 acc_second_half=0
  [824/1800] Fr: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [825/1800] Fr: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [826/1800] Fr: d_prime=1.742 hit_rate=0.750 false_alarm=0.143 acc_first_half=0.818 acc_second_half=0
  [827/1800] Fr: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.773 acc_second_half=0
  [828/1800] Fr: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.773 acc_second_half=0
  [829/1800] Fr: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0
  [830/1800] Fr: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.773 acc_second_half=0
  [831/1800] Fr: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [832/1800] Fr: d_prime=-0.083 hit_rate=0.125 false_alarm=0.143 acc_first_half=0.591 acc_second_half=0
  [833/1800] Fr: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0
  [834/1800] Fr: d_prime=0.393 hit_rate=0.250 false_alarm=0.143 acc_first_half=0.636 acc_second_half=0
  [835/1800] Fr: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [836/1800] Fr: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [837/1800] Fr: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [838/1800] Fr: d_prime=0.791 hit_rate=0.250 false_alarm=0.071 acc_first_half=0.682 acc_second_half=0
  [839/1800] Fr: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.773 acc_second_half=0
  [840/1800] Fr: d_prime=3 hit_rate=0.875 false_alarm=0.000 acc_first_half=0.955 acc_second_half=0
  [841/1800] Fr: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [842/1800] Fr: d_prime=0.315 hit_rate=0.125 false_alarm=0.071 acc_first_half=0.636 acc_second_half=0
  [843/1800] Fr: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0
